全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,大区分,小区分,担当課
131083,131083000478,江東区,江東きっずクラブ東川,コウトウキッズクラブトウセン,,,1404a,,,131083,,東京都江東区住吉1-12-2,東京都,江東区,住吉1丁目,12-2,,35.688276,139.812328,,,(03)5624-0382,,,,,1350002,,(株)マミー・インターナショナル,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000479,江東区,江東きっずクラブ豊洲,コウトウキッズクラブトヨス,,,1404a,,,131083,,東京都江東区豊洲4-4-4,東京都,江東区,豊洲4丁目,4-4,,35.653977,139.798931,,,(03)3531-9471,,,,,1350061,,(株)トライグループ東京支店,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000480,江東区,江東きっずクラブ豊西,コウトウキッズクラブトヨニシ,,,1404a,,,131083,,東京都江東区豊洲5-1-35,東京都,江東区,豊洲5丁目,1-35,,35.651080,139.794845,,,(03)3531-5784,,,,,1350061,,(株)トライグループ東京支店,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000481,江東区,江東きっずクラブ豊北,コウトウキッズクラブトヨキタ,,,1404a,,,131083,,東京都江東区豊洲3-6-1,東京都,江東区,豊洲3丁目,6-1,,35.658210,139.798410,,,(080)3468-7521,,,,,1350061,,(特非)ワーカーズコープ,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000482,江東区,江東きっずクラブ東雲,コウトウキッズクラブシノノメ,,,1404a,,,131083,,東京都江東区東雲2-4-11,東京都,江東区,東雲2丁目,4-11,,35.642493,139.799062,,,(03)3528-1771,,,,,1350062,9010001069240,(株)パソナフォスター,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000483,江東区,江東きっずクラブ有明,コウトウキッズクラブアリアケ,,,1404a,,,131083,,東京都江東区有明2-10-1,東京都,江東区,有明2丁目,10-1,,35.641200,139.796020,,,(03)3527-6360,,,,,1350063,9010001069240,(株)パソナフォスター,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000484,江東区,江東きっずクラブ有明西,コウトウキッズクラブアリアケニシ,,,1404a,,,131083,,東京都江東区有明1-7-13,東京都,江東区,有明1丁目,7-13,,35.637276,139.784097,,,(03)5500-5861,,,,,1350063,,(株)セリオ,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000485,江東区,江東きっずクラブ枝川,コウトウキッズクラブエダガワ,,,1404a,,,131083,,東京都江東区枝川3-5-3,東京都,江東区,枝川3丁目,5-3,,35.659210,139.810310,,,(03)3647-6083,,,,,1350051,,(株)マミー・インターナショナル,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000486,江東区,江東きっずクラブ辰巳,コウトウキッズクラブタツミ,,,1404a,,,131083,,東京都江東区辰巳1-11-1,東京都,江東区,辰巳1丁目,11-1,,35.646490,139.810630,,,(03)3521-1172,,,,,1350053,,(株)セリオ,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000487,江東区,江東きっずクラブ一亀,コウトウキッズクラブイチカメ,,,1404a,,,131083,,東京都江東区亀戸2-5-7,東京都,江東区,亀戸2丁目,5-7,,35.699020,139.821830 ,,,(03)3684-6471,,,,,1360071,,(社福)雲柱社,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000488,江東区,江東きっずクラブ二亀,コウトウキッズクラブニカメ,,,1404a,,,131083,,東京都江東区亀戸6-36-1,東京都,江東区,亀戸6丁目,36-1,,35.694900,139.829530,,,(03)5626-2028,,,,,1360071,,(株)マミー・インターナショナル,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000489,江東区,江東きっずクラブ香取,コウトウキッズクラブカトリ,,,1404a,,,131083,,東京都江東区亀戸4-26-22,東京都,江東区,亀戸4丁目,26-22,,35.703597,139.826208,,,(03)3682-2205,,,,,1360071,6000020131083,江東区,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000490,江東区,江東きっずクラブ水神,コウトウキッズクラブスイジン,,,1404a,,,131083,,東京都江東区亀戸5-22-22,東京都,江東区,亀戸5丁目,22-22,,35.700028,139.828494,,,(03)3681-1971,,,,,1360071,,(株)マミー・インターナショナル,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000491,江東区,江東きっずクラブ一大,コウトウキッズクラブイチダイ,,,1404a,,,131083,,東京都江東区大島2-41-4,東京都,江東区,大島2丁目,41-4,,35.689926,139.825603,,,(03)3638-2807,,,,,1360072,,(株)プロケア,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000492,江東区,江東きっずクラブ二大,コウトウキッズクラブニダイ,,,1404a,,,131083,,東京都江東区大島3-16-2,東京都,江東区,大島3丁目,16-2,,35.690224,139.829883,,,(03)3684-4503,,,,,1360072,,(株)マミー・インターナショナル,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000493,江東区,江東きっずクラブ三大,コウトウキッズクラブサンダイ,,,1404a,,,131083,,東京都江東区大島9-6-17,東京都,江東区,大島9丁目,6-17,,35.693099,139.844445,,,(03)5626-6921,,,,,1360072,,(特非)ワーカーズコープ,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000494,江東区,江東きっずクラブ四大,コウトウキッズクラブヨンダイ,,,1404a,,,131083,,東京都江東区大島6-7-8,東京都,江東区,大島6丁目,7-8,,35.690982,139.834443,,,(03)3636-3363,,,,,1360072,4012401019176,シダックス大新東ヒューマンサービス㈱,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000495,江東区,江東きっずクラブ五大,コウトウキッズクラブゴダイ,,,1404a,,,131083,,東京都江東区大島8-40-13,東京都,江東区,大島8丁目,40-13,,35.688285,139.844671,,,(03)3681-6610,,,,,1360072,,(株)日本保育サービス,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000496,江東区,江東きっずクラブ南央,コウトウキッズクラブナンオウ,,,1404a,,,131083,,東京都江東区大島4-18-5,東京都,江東区,大島4丁目,18-5,,35.687244,139.831686,,,(03)3683-3261,,,,,1360072,,(株)マミー・インターナショナル,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000497,江東区,江東きっずクラブ砂町,コウトウキッズクラブスナマチ,,,1404a,,,131083,,東京都江東区北砂4-13-23,東京都,江東区,北砂4丁目,13-23,,35.677500,139.829600,,,(03)3646-7914,,,,,1360073,,(株)明日葉,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000498,江東区,江東きっずクラブ二砂,コウトウキッズクラブニスナ,,,1404a,,,131083,,東京都江東区東砂7-17-30,東京都,江東区,東砂7丁目,17-30,,35.674856,139.838746,,,(03)3640-5362,,,,,1360074,,(株)プロケア,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000499,江東区,江東きっずクラブ四砂,コウトウキッズクラブヨンスナ,,,1404a,,,131083,,東京都江東区南砂2-13-18,東京都,江東区,南砂2丁目,13-18,,35.675020,139.822006,,,(03)3699-5860,,,,,1360076,9010001069240,(株)パソナフォスター,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000500,江東区,江東きっずクラブ五砂,コウトウキッズクラブゴスナ,,,1404a,,,131083,,東京都江東区東砂8-11-5,東京都,江東区,東砂8丁目,11-5,,35.667291,139.839010,,,(03)3615-0444,,,,,1360074,,(株)マミー・インターナショナル,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000501,江東区,江東きっずクラブ六砂,コウトウキッズクラブロクスナ,,,1404a,,,131083,,東京都江東区北砂6-26-6,東京都,江東区,北砂6丁目,26-6,,35.682361,139.838324,,,(03)3646-4801,,,,,1360073,,(株)マミー・インターナショナル,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000502,江東区,江東きっずクラブ七砂,コウトウキッズクラブナナスナ,,,1404a,,,131083,,東京都江東区東砂3-21-5,東京都,江東区,東砂3丁目,21-5,,35.678903,139.842440,,,(03)3649-9821,,,,,1360074,,(株)マミー・インターナショナル,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000503,江東区,江東きっずクラブ小名木川,コウトウキッズクラブオナギガワ,,,1404a,,,131083,,東京都江東区北砂5-22-10,東京都,江東区,北砂5丁目,22-10,,35.682386,139.831200,,,(03)3644-2063,,,,,1360073,,(株)プロケア,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000504,江東区,江東きっずクラブ東砂,コウトウキッズクラブヒガシスナ,,,1404a,,,131083,,東京都江東区東砂2-12-14,東京都,江東区,東砂2丁目,12-14,,35.683458,139.844351,,,(03)3647-8037,,,,,1360074,,(株)マミー・インターナショナル,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000505,江東区,江東きっずクラブ北砂,コウトウキッズクラブキタスナ,,,1404a,,,131083,,東京都江東区北砂1-3-33,東京都,江東区,北砂1丁目,3-33,,35.683649,139.823637,,,(03)3647-1981,,,,,1360073,6000020131083,江東区,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000506,江東区,江東きっずクラブ南砂,コウトウキッズクラブミナミスナ,,,1404a,,,131083,,東京都江東区南砂2-3-21,東京都,江東区,南砂2丁目,3-21,,35.671998,139.824867,,,(03)3645-5065,,,,,1360076,6000020131083,江東区,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000507,江東区,江東きっずクラブ亀高,コウトウキッズクラブカメタカ,,,1404a,,,131083,,東京都江東区北砂5-20-16,東京都,江東区,北砂5丁目,20-16,,35.684947,139.834130,,,(03)3649-8601,,,,,1360073,,(株)マミー・インターナショナル,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000508,江東区,江東きっずクラブ平野児童館,コウトウキッズクラブヒラノジドウカン,,,1404a,,,131083,,東京都江東区平野1-2-3,東京都,江東区,平野1丁目,2-3,,35.678466,139.798593,,,(03)3643-1903,,,,,1350023,,（特非）ワーカーズコープ,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000509,江東区,江東きっずクラブ塩浜,コウトウキッズクラブシオハマ,,,1404a,,,131083,,東京都江東区塩浜2-8-29-101,東京都,江東区,塩浜2丁目,8-29-101,,35.663349,139.807330,,,(03)3647-7093,,,,,1350043,6000020131083,江東区,月火水木金,,18:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000510,江東区,江東きっずクラブ潮見,コウトウキッズクラブシオミ,,,1404a,,,131083,,東京都江東区潮見1-29-16,東京都,江東区,潮見1丁目,29-16,,35.656440,139.814990,,,(03)5606-9320,,,,,1350052,,（社福）そのえだ,月火水木金,,18:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000511,江東区,江東きっずクラブ豊洲三丁目,コウトウキッズクラブトヨスサンチョウメ,,,1404a,,,131083,,東京都江東区豊洲3-5-21-101,東京都,江東区,豊洲3丁目,5-21-101,,35.658402,139.795901,,,(03)3533-7388,,,,,1350061,,（特非）ワーカーズコープ,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000512,江東区,江東きっずクラブ豊洲四丁目,コウトウキッズクラブトヨスヨンチョウメ,,,1404a,,,131083,,東京都江東区豊洲4-11-20-137,東京都,江東区,豊洲4丁目,11-20-137,,35.653510,139.800150,,,(03)3532-3581,,,,,1350061,,（社福）ひまわり福祉会,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000513,江東区,江東きっずクラブ東雲児童館,コウトウキッズクラブシノノメジドウカン,,,1404a,,,131083,,東京都江東区東雲2-4-4-102,東京都,江東区,東雲2丁目,4-4-102,,35.643348,139.799295,,,(03)3529-1795,,,,,1350062,,（公財）東京YMCA,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000514,江東区,江東きっずクラブ東雲第二,コウトウキッズクラブシノノメダイニ,,,1404a,,,131083,,東京都江東区東雲1-9-13-101,東京都,江東区,東雲1丁目,9-13-101,,35.646370,139.803700,,,(03)3534-2500,,,,,1350062,,（公財）東京YMCA,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000515,江東区,江東きっずクラブ東雲第三,コウトウキッズクラブシノノメダイサン,,,1404a,,,131083,,東京都江東区東雲2-7-3,東京都,江東区,東雲2丁目,7-3,,35.643570,139.805780,,,(03)5530-2236,,,,,1350062,,（公財）東京YMCA,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000516,江東区,江東きっずクラブ辰巳児童館,コウトウキッズクラブタツミジドウカン,,,1404a,,,131083,,東京都江東区辰巳1-1-36,東京都,江東区,辰巳1丁目,1-36,,35.647503,139.809016,,,(03)3521-3262,,,,,1350053,6000020131083,江東区,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000517,江東区,江東きっずクラブ千田児童館,コウトウキッズクラブセンダジドウカン,,,1404a,,,131083,,東京都江東区千田21-18,東京都,江東区,千田,21-18,,35.681019,139.816518,,,(03)3699-6254,,,,,1350013,,（株）マミー・インターナショナル,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000518,江東区,江東きっずクラブ東陽児童館,コウトウキッズクラブトウヨウジドウカン,,,1404a,,,131083,,東京都江東区東陽5-16-13,東京都,江東区,東陽5丁目,16-13,,35.671373,139.811805,,,(03)3615-4353,,,,,1350016,6000020131083,江東区,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000519,江東区,江東きっずクラブ亀戸児童館,コウトウキッズクラブカメイドジドウカン,,,1404a,,,131083,,東京都江東区亀戸2-1-19,東京都,江東区,亀戸2丁目,1-19,,35.697753,139.821690,,,(03)3685-5944,,,,,1360071,,（社福）雲柱社,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000520,江東区,江東きっずクラブ亀戸第三児童館,コウトウキッズクラブカメイドダイサンジドウカン,,,1404a,,,131083,,東京都江東区亀戸7-39-9,東京都,江東区,亀戸7丁目,39-9,,35.696937,139.839396,,,(03)3636-5380,,,,,1360071,6000020131083,江東区,月火水木金,,18:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000521,江東区,江東きっずクラブ浅間竪川,コウトウキッズクラブセンケンタテカワ,,,1404a,,,131083,,東京都江東区亀戸9-34-1-141,東京都,江東区,亀戸9丁目,34-1-141,,35.700280,139.840590,,,(03)3684-3901,,,,,1360071,,（特非）ワーカーズコープ,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000522,江東区,江東きっずクラブ大島第二児童館,コウトウキッズクラブオオジマダイニジドウカン,,,1404a,,,131083,,東京都江東区大島4-5-1,東京都,江東区,大島4丁目,5-1,,35.689093,139.826864,,,(03)3637-2660,,,,,1360072,6000020131083,江東区,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000523,江東区,江東きっずクラブ東砂児童館,コウトウキッズクラブヒガシスナジドウカン,,,1404a,,,131083,,東京都江東区東砂7-15-3,東京都,江東区,東砂7丁目,15-3,,35.674540,139.839790,,,(03)3646-0468,,,,,1360074,6000020131083,江東区,月火水木金,,18:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000524,江東区,江東きっずクラブ南砂児童館,コウトウキッズクラブミナミスナジドウカン,,,1404a,,,131083,,東京都江東区南砂2-3-17,東京都,江東区,南砂2丁目,3-17,,35.671068,139.823184,,,(03)3649-7752,,,,,1360076,6000020131083,江東区,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000525,江東区,江東きっずクラブ南砂六丁目,コウトウキッズクラブミナミスナロクチョウメ,,,1404a,,,131083,,東京都江東区南砂6-5-2-101,東京都,江東区,南砂6丁目,5-2-101,,35.673420,139.834819,,,(03)3640-5479,,,,,1360076,,（株）アンジェリカ,月火水木金,,19:00:00,祝日・年末年始を除く。,,,,,,,,,,,,,,,,,,,,,,,教育,きっずクラブ,地域教育課
131083,131083000526,江東区,明治小学校,メイジショウガッコウ,,,1503a,,,131083,,東京都江東区深川2-17-26,東京都,江東区,深川2丁目,17-26,,35.676200,139.797807,,,(03)3641-0550,,,,,1350033,,,,,,,,,,,有,有,,,,,,,,,,,,,http://meiji-sho.koto.ed.jp,,,アクセス方法 東京メトロ東西線/都営大江戸線門前仲町駅徒歩7分,教育,区立小学校,学校施設課
131083,131083000527,江東区,深川小学校,フカガワショウガッコウ,,,1503a,,,131083,,東京都江東区高橋14-10,東京都,江東区,高橋,14-10,,35.685891,139.799445,,,(03)3631-2209,,,,,1350005,,,,,,,,,,,,有,,,,,,,,,,,,,http://fukagawa-sho.koto.ed.jp,,,アクセス方法 都営新宿線/都営大江戸線森下駅徒歩3分,教育,区立小学校,学校施設課
131083,131083000528,江東区,八名川小学校,ヤナガワショウガッコウ,,,1503a,,,131083,,東京都江東区新大橋3-1-15,東京都,江東区,新大橋3丁目,1-15,,35.686830,139.795398,,,(03)3631-2260,,,,,1350007,,,,,,,,,,,有,有,,,,,,,,,,,,,http://yanagawa-sho.koto.ed.jp,,,アクセス方法 都営新宿線/都営大江戸線森下駅徒歩3分,教育,区立小学校,学校施設課
131083,131083000529,江東区,臨海小学校,リンカイショウガッコウ,,,1503a,,,131083,,東京都江東区門前仲町1-1-6,東京都,江東区,門前仲町1丁目,1-6,,35.672453,139.792968,,,(03)3641-0403,,,,,1350048,,,,,,,,,,,有,有,,,,,,,,,,,,,http://rinkai-sho.koto.ed.jp,,,アクセス方法 東京メトロ東西線/都営大江戸線門前仲町駅徒歩4分,教育,区立小学校,学校施設課
131083,131083000530,江東区,越中島小学校,エッチュウジマショウガッコウ,,,1503a,,,131083,,東京都江東区越中島3-6-38,東京都,江東区,越中島3丁目,6-38,,35.666050,139.796371,,,(03)3643-9650,,,,,1350044,,,,,,,,,,,,,,,,,,,,,,,,,http://ecchujima-sho.koto.ed.jp,,,アクセス方法 JR京葉線越中島駅徒歩8分,教育,区立小学校,学校施設課
131083,131083000531,江東区,数矢小学校,カズヤショウガッコウ,,,1503a,,,131083,,東京都江東区富岡1-18-7,東京都,江東区,富岡1丁目,18-7,,35.672594,139.799779,,,(03)3642-0476,,,,,1350047,,,,,,,,,,,有,有,,,,,,,,,,,,,http://kazuya-sho.koto.ed.jp,,,アクセス方法 東京メトロ東西線/都営大江戸線門前仲町駅徒歩5分,教育,区立小学校,学校施設課
131083,131083000532,江東区,平久小学校,ヘイキュウショウガッコウ,,,1503a,,,131083,,東京都江東区木場1-2-2,東京都,江東区,木場1丁目,2-2,,35.667941,139.802200,,,(03)3644-0374,,,,,1350042,,,,,,,,,,,有,有,,,,,,,,,,,,,http://heikyu-sho.koto.ed.jp,,,アクセス方法 東京メトロ東西線木場駅徒歩7分,教育,区立小学校,学校施設課
131083,131083000533,江東区,東陽小学校,トウヨウショウガッコウ,,,1503a,,,131083,,東京都江東区東陽3-27-12,東京都,江東区,東陽3丁目,27-12,,35.670477,139.815246,,,(03)3644-0406,,,,,1350016,,,,,,,,,,,,有,,,,,,,,,,,,,http://toyo-sho.koto.ed.jp,,,アクセス方法 東京メトロ東西線東陽町駅徒歩4分,教育,区立小学校,学校施設課
131083,131083000534,江東区,南陽小学校,ナンヨウンショウガッコウ,,,1503a,,,131083,,東京都江東区東陽2-1-20,東京都,江東区,東陽2丁目,1-20,,35.668429,139.813766,,,(03)3649-3461,,,,,1350016,,,,,,,,,,,有,有,,,,,,,,,,,,,http://nanyo-sho.koto.ed.jp,,,アクセス方法 東京メトロ東西線東陽町駅徒歩5分,教育,区立小学校,学校施設課
131083,131083000535,江東区,川南小学校,センナンショウガッコウ,,,1503a,,,131083,,東京都江東区千石2-9-12,東京都,江東区,千石2丁目,9-12,,35.679690,139.816740,,,(03)3647-0574,,,,,1350015,,,,,,,,,,,有,有,,,,,,,,,,,,,http://sennan-sho.koto.ed.jp,,,アクセス方法 東京メトロ半蔵門線/都営新宿線住吉駅徒歩15分,教育,区立小学校,学校施設課
131083,131083000536,江東区,扇橋小学校,オウギバシショウガッコウ,,,1503a,,,131083,,東京都江東区石島18-5,東京都,江東区,石島,18-5,,35.681291,139.811716,,,(03)3647-0571,,,,,1350014,,,,,,,,,,,有,有,,,,,,,,,,,,,http://ougibashi-sho.koto.ed.jp,,,アクセス方法 東京メトロ半蔵門線/都営大江戸線清澄白河駅徒歩12分,教育,区立小学校,学校施設課
131083,131083000537,江東区,元加賀小学校,モトカガショウガッコウ,,,1503a,,,131083,,東京都江東区白河4-3-19,東京都,江東区,白河4丁目,3-19,,35.682011,139.807991,,,(03)3641-0601,,,,,1350021,,,,,,,,,,,有,有,,,,,,,,,,,,,http://motokaga-sho.koto.ed.jp,,,アクセス方法 東京メトロ半蔵門線/都営大江戸線清澄白河駅徒歩8分,教育,区立小学校,学校施設課
131083,131083000538,江東区,毛利小学校,モウリショウガッコウ,,,1503a,,,131083,,東京都江東区毛利2-2-2,東京都,江東区,毛利2丁目,2-2,,35.691365,139.816282,,,(03)3631-1647,,,,,1350001,,,,,,,,,,,有,,,,,,,,,,,,,,http://mouri-sho.koto.ed.jp,,,アクセス方法 東京メトロ半蔵門線/都営新宿線住吉駅徒歩3分,教育,区立小学校,学校施設課
131083,131083000539,江東区,東川小学校,トウセンショウガッコウ,,,1503a,,,131083,,東京都江東区住吉1-12-2,東京都,江東区,住吉1丁目,12-2,,35.688290,139.812310,,,(03)3631-5508,,,,,1350002,,,,,,,,,,,有,有,,,,,,,,,,,,,http://tosen-sho.koto.ed.jp,,,アクセス方法 東京メトロ半蔵門線/都営新宿線住吉駅徒歩5分,教育,区立小学校,学校施設課
131083,131083000540,江東区,豊洲小学校,トヨスショウガッコウ,,,1503a,,,131083,,東京都江東区豊洲4-4-4,東京都,江東区,豊洲4丁目,4-4,,35.653990,139798920,,,(03)3531-7788,,,,,1350061,,,,,,,,,,,有,有,,,,,,,,,,,,,http://toyosu-sho.koto.ed.jp,,,アクセス方法 東京メトロ有楽町線/臨海新交通ゆりかもめ豊洲駅徒歩2分,教育,区立小学校,学校施設課
131083,131083000541,江東区,豊洲西小学校,トヨスニシショウガッコウ,,,1503a,,,131083,,東京都江東区豊洲5-1-35,東京都,江東区,豊洲5丁目,1-35,,35.651505,139.795468,,,(03)3534-2821,,,,,1350061,,,,,,,,,,,有,有,,,,,,,,,,,,,http://toyosunishi-sho.koto.ed.jp,,,アクセス方法 東京メトロ有楽町線/臨海新交通ゆりかもめ豊洲駅徒歩7分,教育,区立小学校,学校施設課
131083,131083000542,江東区,豊洲北小学校,トヨスキタショウガッコウ,,,1503a,,,131083,,東京都江東区豊洲3-6-1,東京都,江東区,豊洲3丁目,6-1,,35.658520,139.798300,,,(03)3533-9862,,,,,1350061,,,,,,,,,,,有,有,,,,,,,,,,,,,http://toyosukita-sho.koto.ed.jp,,,アクセス方法 東京メトロ有楽町線/臨海新交通ゆりかもめ豊洲駅徒歩5分,教育,区立小学校,学校施設課
131083,131083000543,江東区,東雲小学校,シノノメショウガッコウ,,,1503a,,,131083,,東京都江東区東雲2-4-11,東京都,江東区,東雲2丁目,4-11,,35.642604,139.799207,,,(03)3529-1451,,,,,1350062,,,,,,,,,,,有,有,,,,,,,,,,,,,http://shinonome-sho.koto.ed.jp,,,アクセス方法 高速臨海鉄道りんかい線東雲駅徒歩7分,教育,区立小学校,学校施設課
131083,131083000544,江東区,有明小学校,アリアケショウガッコウ,,,1503a,,,131083,,東京都江東区有明2-10-1,東京都,江東区,有明2丁目,10-1,,35.640109,139.796146,,,(03)3527-5101,,,,,1350063,,,,,,,,,,,有,有,,,,,,,,,,,,,http://ariake-sho.koto.ed.jp,,,アクセス方法 高速臨海鉄道りんかい線東雲駅徒歩10分,教育,区立小学校,学校施設課
